Datum,Uur,Aantal_check_ins
14-2-2023,18,238.3
14-2-2023,19,127.3
14-2-2023,20,90.4
14-2-2023,21,80.7
14-2-2023,22,72.4
14-2-2023,23,48.3
15-2-2023,0,13.7
15-2-2023,1,1.1
15-2-2023,2,0.4
15-2-2023,3,0.4
15-2-2023,4,1.6
15-2-2023,5,16.9
15-2-2023,6,94.0
15-2-2023,7,325.2
15-2-2023,8,409.9
15-2-2023,9,239.2
15-2-2023,10,184.8
15-2-2023,11,188.5
15-2-2023,12,245.3
15-2-2023,13,232.0
15-2-2023,14,266.2
15-2-2023,15,312.3
15-2-2023,16,345.5
15-2-2023,17,351.4
15-2-2023,18,207.4
15-2-2023,19,114.7
15-2-2023,20,84.5
15-2-2023,21,77.9
15-2-2023,22,67.8
15-2-2023,23,40.9
16-2-2023,0,12.5
16-2-2023,1,1.0
16-2-2023,2,0.4
16-2-2023,3,0.6
16-2-2023,4,1.7
16-2-2023,5,17.5
16-2-2023,6,104.1
16-2-2023,7,359.8
16-2-2023,8,449.8
16-2-2023,9,251.3
16-2-2023,10,189.8
16-2-2023,11,187.2
16-2-2023,12,236.9
16-2-2023,13,232.9
16-2-2023,14,275.9
16-2-2023,15,333.7
16-2-2023,16,379.5
16-2-2023,17,405.5
16-2-2023,18,237.8
16-2-2023,19,130.9
16-2-2023,20,102.6
16-2-2023,21,102.8
16-2-2023,22,86.9
16-2-2023,23,54.0
17-2-2023,0,17.6
17-2-2023,1,1.7
17-2-2023,2,0.9
17-2-2023,3,1.1
17-2-2023,4,2.2
17-2-2023,5,15.9
17-2-2023,6,79.3
17-2-2023,7,267.4
17-2-2023,8,346.3
17-2-2023,9,215.0
17-2-2023,10,179.0
17-2-2023,11,191.6
17-2-2023,12,247.7
17-2-2023,13,249.8
17-2-2023,14,284.8
17-2-2023,15,315.3
17-2-2023,16,313.0
17-2-2023,17,306.4
17-2-2023,18,229.6
17-2-2023,19,151.1
17-2-2023,20,111.8
17-2-2023,21,98.3
17-2-2023,22,103.2
17-2-2023,23,93.3
18-2-2023,0,44.4
18-2-2023,1,10.3
18-2-2023,2,4.7
18-2-2023,3,3.0
18-2-2023,4,3.1
18-2-2023,5,4.8
18-2-2023,6,14.4
18-2-2023,7,32.6
18-2-2023,8,62.7
18-2-2023,9,92.9
18-2-2023,10,115.6
18-2-2023,11,145.0
18-2-2023,12,171.0
18-2-2023,13,189.6
18-2-2023,14,186.2
18-2-2023,15,180.4
18-2-2023,16,182.1
18-2-2023,17,176.7
18-2-2023,18,150.6
18-2-2023,19,123.6
18-2-2023,20,104.2
18-2-2023,21,92.8
18-2-2023,22,94.7
18-2-2023,23,92.0
19-2-2023,0,45.1
19-2-2023,1,11.8
19-2-2023,2,5.1
19-2-2023,3,3.5
19-2-2023,4,3.5
19-2-2023,5,4.5
19-2-2023,6,5.8
19-2-2023,7,14.7
19-2-2023,8,32.6
19-2-2023,9,59.4
19-2-2023,10,83.7
19-2-2023,11,113.0
19-2-2023,12,137.1
19-2-2023,13,151.5
19-2-2023,14,148.5
19-2-2023,15,143.8
19-2-2023,16,135.4
19-2-2023,17,129.6
19-2-2023,18,121.9
19-2-2023,19,106.1
19-2-2023,20,89.0
19-2-2023,21,73.4
19-2-2023,22,59.5
19-2-2023,23,40.0
20-2-2023,0,13.0
20-2-2023,1,1.8
20-2-2023,2,1.1
20-2-2023,3,0.8
20-2-2023,4,1.7
20-2-2023,5,16.9
20-2-2023,6,91.5
20-2-2023,7,284.8
20-2-2023,8,358.4
20-2-2023,9,202.9
20-2-2023,10,167.4
20-2-2023,11,171.3
20-2-2023,12,211.9
20-2-2023,13,212.4
20-2-2023,14,243.7
20-2-2023,15,289.6
20-2-2023,16,325.0
20-2-2023,17,347.7
20-2-2023,18,197.0
20-2-2023,19,112.3
20-2-2023,20,84.2
20-2-2023,21,74.1
20-2-2023,22,63.6
20-2-2023,23,40.7
21-2-2023,0,13.9
21-2-2023,1,2.0
21-2-2023,2,1.4
21-2-2023,3,1.0
21-2-2023,4,1.6
21-2-2023,5,17.6
21-2-2023,6,99.6
21-2-2023,7,317.4
21-2-2023,8,394.7
21-2-2023,9,224.1
21-2-2023,10,176.0
21-2-2023,11,175.6
21-2-2023,12,222.2
21-2-2023,13,222.1
21-2-2023,14,255.5
21-2-2023,15,293.3
21-2-2023,16,336.9
21-2-2023,17,373.4
21-2-2023,18,214.3
21-2-2023,19,118.5
21-2-2023,20,85.7
21-2-2023,21,75.0
21-2-2023,22,66.3
21-2-2023,23,42.2
22-2-2023,0,13.8
22-2-2023,1,1.3
22-2-2023,2,0.5
22-2-2023,3,0.5
22-2-2023,4,1.4
22-2-2023,5,13.1
22-2-2023,6,66.9
22-2-2023,7,213.6
22-2-2023,8,286.8
22-2-2023,9,170.7
22-2-2023,10,136.9
22-2-2023,11,141.6
22-2-2023,12,174.9
22-2-2023,13,168.7
22-2-2023,14,189.1
22-2-2023,15,220.6
22-2-2023,16,248.7
22-2-2023,17,273.8
22-2-2023,18,168.5
22-2-2023,19,95.5
22-2-2023,20,72.6
22-2-2023,21,64.1
22-2-2023,22,58.5
22-2-2023,23,33.9
23-2-2023,0,10.0
23-2-2023,1,0.8
23-2-2023,2,0.4
23-2-2023,3,0.6
23-2-2023,4,1.6
23-2-2023,5,16.6
23-2-2023,6,94.8
23-2-2023,7,301.2
23-2-2023,8,386.5
23-2-2023,9,225.6
23-2-2023,10,178.7
23-2-2023,11,177.4
23-2-2023,12,218.2
23-2-2023,13,217.7
23-2-2023,14,248.4
23-2-2023,15,292.9
23-2-2023,16,333.1
23-2-2023,17,365.3
23-2-2023,18,227.5
23-2-2023,19,132.3
23-2-2023,20,98.5
23-2-2023,21,93.5
23-2-2023,22,79.6
23-2-2023,23,60.7
24-2-2023,0,18.3
24-2-2023,1,2.1
24-2-2023,2,1.1
24-2-2023,3,1.2
24-2-2023,4,1.8
24-2-2023,5,12.0
24-2-2023,6,54.0
24-2-2023,7,161.0
24-2-2023,8,229.7
24-2-2023,9,158.7
24-2-2023,10,138.4
24-2-2023,11,146.0
24-2-2023,12,177.1
24-2-2023,13,178.5
24-2-2023,14,202.3
24-2-2023,15,227.3
24-2-2023,16,234.7
24-2-2023,17,245.6
24-2-2023,18,192.8
24-2-2023,19,128.1
24-2-2023,20,93.8
24-2-2023,21,82.3
24-2-2023,22,82.7
24-2-2023,23,74.6
25-2-2023,0,35.4
25-2-2023,1,7.4
25-2-2023,2,3.0
25-2-2023,3,2.5
25-2-2023,4,2.9
25-2-2023,5,5.0
25-2-2023,6,15.8
25-2-2023,7,34.5
25-2-2023,8,64.4
25-2-2023,9,98.5
25-2-2023,10,122.1
25-2-2023,11,148.4
25-2-2023,12,170.7
25-2-2023,13,186.3
25-2-2023,14,185.5
25-2-2023,15,185.7
25-2-2023,16,186.8
25-2-2023,17,182.1
25-2-2023,18,152.6
25-2-2023,19,121.2
25-2-2023,20,94.8
25-2-2023,21,82.2
25-2-2023,22,93.1
25-2-2023,23,86.9
26-2-2023,0,41.0
26-2-2023,1,8.4
26-2-2023,2,3.6
26-2-2023,3,3.2
26-2-2023,4,3.6
26-2-2023,5,4.7
26-2-2023,6,5.6
26-2-2023,7,15.4
26-2-2023,8,33.0
26-2-2023,9,59.0
26-2-2023,10,81.7
26-2-2023,11,109.3
26-2-2023,12,127.6
26-2-2023,13,140.9
26-2-2023,14,143.0
26-2-2023,15,140.0
26-2-2023,16,140.6
26-2-2023,17,134.3
26-2-2023,18,114.8
26-2-2023,19,96.6
26-2-2023,20,81.8
26-2-2023,21,65.4
26-2-2023,22,51.9
26-2-2023,23,31.7
27-2-2023,0,9.5
27-2-2023,1,0.9
27-2-2023,2,0.3
27-2-2023,3,0.6
27-2-2023,4,1.7
27-2-2023,5,16.8
27-2-2023,6,85.1
27-2-2023,7,222.1
27-2-2023,8,263.5
27-2-2023,9,162.8
27-2-2023,10,141.7
27-2-2023,11,150.5
27-2-2023,12,180.6
27-2-2023,13,180.6
27-2-2023,14,194.2
27-2-2023,15,231.5
27-2-2023,16,274.8
27-2-2023,17,313.8
27-2-2023,18,185.5
27-2-2023,19,105.1
27-2-2023,20,77.2
27-2-2023,21,66.1
27-2-2023,22,61.2
27-2-2023,23,35.2
28-2-2023,0,10.7
28-2-2023,1,0.9
28-2-2023,2,0.3
28-2-2023,3,0.5
28-2-2023,4,1.4
28-2-2023,5,13.8
28-2-2023,6,72.1
28-2-2023,7,193.5
28-2-2023,8,248.8
28-2-2023,9,151.2
28-2-2023,10,120.4
28-2-2023,11,124.0
28-2-2023,12,146.9
28-2-2023,13,148.3
28-2-2023,14,160.0
28-2-2023,15,187.6
28-2-2023,16,239.0
28-2-2023,17,290.5
28-2-2023,18,183.1
28-2-2023,19,101.4
28-2-2023,20,72.4
28-2-2023,21,62.1
28-2-2023,22,54.7
28-2-2023,23,33.8
1-3-2023,0,10.4
1-3-2023,1,0.9
1-3-2023,2,0.4
1-3-2023,3,0.5
1-3-2023,4,1.6
1-3-2023,5,15.8
1-3-2023,6,79.9
1-3-2023,7,213.9
1-3-2023,8,266.4
1-3-2023,9,177.3
1-3-2023,10,155.5
1-3-2023,11,163.3
1-3-2023,12,195.3
1-3-2023,13,192.7
1-3-2023,14,206.5
1-3-2023,15,238.3
1-3-2023,16,282.6
1-3-2023,17,318.0
1-3-2023,18,201.8
1-3-2023,19,118.8
1-3-2023,20,86.5
1-3-2023,21,75.5
1-3-2023,22,71.2
1-3-2023,23,43.1
2-3-2023,0,13.5
2-3-2023,1,1.1
2-3-2023,2,0.4
2-3-2023,3,0.6
2-3-2023,4,1.4
2-3-2023,5,13.0
2-3-2023,6,66.7
2-3-2023,7,179.0
2-3-2023,8,228.8
2-3-2023,9,143.1
2-3-2023,10,119.8
2-3-2023,11,127.2
2-3-2023,12,147.8
2-3-2023,13,149.7
2-3-2023,14,160.9
2-3-2023,15,189.2
2-3-2023,16,231.9
2-3-2023,17,278.8
2-3-2023,18,183.7
2-3-2023,19,110.1
2-3-2023,20,83.2
2-3-2023,21,74.0
2-3-2023,22,64.9
2-3-2023,23,46.2
3-3-2023,0,15.4
3-3-2023,1,1.5
3-3-2023,2,0.8
3-3-2023,3,0.9
3-3-2023,4,2.3
3-3-2023,5,15.2
3-3-2023,6,63.8
3-3-2023,7,160.8
3-3-2023,8,205.1
3-3-2023,9,153.9
3-3-2023,10,145.7
3-3-2023,11,160.1
3-3-2023,12,197.0
3-3-2023,13,199.5
3-3-2023,14,214.7
3-3-2023,15,240.7
3-3-2023,16,259.1
3-3-2023,17,270.0
3-3-2023,18,205.8
3-3-2023,19,140.4
3-3-2023,20,104.8
3-3-2023,21,90.1
3-3-2023,22,90.3
3-3-2023,23,79.4
4-3-2023,0,37.2
4-3-2023,1,8.2
4-3-2023,2,2.9
4-3-2023,3,2.6
4-3-2023,4,2.9
4-3-2023,5,4.9
4-3-2023,6,15.2
4-3-2023,7,33.1
4-3-2023,8,59.4
4-3-2023,9,89.8
4-3-2023,10,113.5
4-3-2023,11,139.2
4-3-2023,12,158.1
4-3-2023,13,171.6
4-3-2023,14,173.3
4-3-2023,15,171.5
4-3-2023,16,171.7
4-3-2023,17,166.9
4-3-2023,18,145.9
4-3-2023,19,117.8
4-3-2023,20,94.8
4-3-2023,21,84.3
4-3-2023,22,91.4
4-3-2023,23,79.2
5-3-2023,0,38.0
5-3-2023,1,8.6
5-3-2023,2,3.5
5-3-2023,3,3.6
5-3-2023,4,4.0
5-3-2023,5,5.7
5-3-2023,6,10.1
5-3-2023,7,18.5
5-3-2023,8,33.0
5-3-2023,9,57.0
5-3-2023,10,76.1
5-3-2023,11,98.8
5-3-2023,12,116.6
5-3-2023,13,130.8
5-3-2023,14,133.1
5-3-2023,15,134.6
5-3-2023,16,128.1
5-3-2023,17,121.6
5-3-2023,18,111.4
5-3-2023,19,100.7
5-3-2023,20,82.8
5-3-2023,21,65.6
5-3-2023,22,49.0
5-3-2023,23,28.3
6-3-2023,0,8.3
6-3-2023,1,0.8
6-3-2023,2,0.3
6-3-2023,3,0.5
6-3-2023,4,1.2
6-3-2023,5,14.0
6-3-2023,6,79.0
6-3-2023,7,261.4
6-3-2023,8,328.6
6-3-2023,9,182.4
6-3-2023,10,138.7
6-3-2023,11,135.5
6-3-2023,12,166.0
6-3-2023,13,165.0
6-3-2023,14,194.9
6-3-2023,15,245.1
6-3-2023,16,281.5
6-3-2023,17,305.8
6-3-2023,18,173.4
6-3-2023,19,93.2
6-3-2023,20,62.9
6-3-2023,21,54.7
6-3-2023,22,47.1
6-3-2023,23,28.0
7-3-2023,0,8.2
7-3-2023,1,0.7
7-3-2023,2,0.3
7-3-2023,3,0.4
7-3-2023,4,1.3
7-3-2023,5,17.7
7-3-2023,6,108.1
7-3-2023,7,376.8
7-3-2023,8,470.4
7-3-2023,9,256.5
7-3-2023,10,185.0
7-3-2023,11,182.0
7-3-2023,12,230.1
7-3-2023,13,227.5
7-3-2023,14,273.9
7-3-2023,15,322.4
7-3-2023,16,368.0
7-3-2023,17,403.0
7-3-2023,18,224.6
7-3-2023,19,115.6
7-3-2023,20,81.6
7-3-2023,21,73.3
7-3-2023,22,60.3
7-3-2023,23,40.5
8-3-2023,0,11.5
8-3-2023,1,0.9
8-3-2023,2,0.4
8-3-2023,3,0.5
8-3-2023,4,1.3
8-3-2023,5,12.9
8-3-2023,6,71.9
8-3-2023,7,240.5
8-3-2023,8,316.3
8-3-2023,9,185.3
8-3-2023,10,139.6
8-3-2023,11,142.5
8-3-2023,12,180.4
8-3-2023,13,174.9
8-3-2023,14,198.5
8-3-2023,15,236.3
8-3-2023,16,266.9
8-3-2023,17,287.4
8-3-2023,18,173.7
8-3-2023,19,96.3
8-3-2023,20,70.1
8-3-2023,21,64.5
8-3-2023,22,56.9
8-3-2023,23,35.5
9-3-2023,0,10.3
9-3-2023,1,0.7
9-3-2023,2,0.3
9-3-2023,3,0.3
9-3-2023,4,1.4
9-3-2023,5,17.0
9-3-2023,6,102.0
9-3-2023,7,353.2
9-3-2023,8,442.5
9-3-2023,9,242.7
9-3-2023,10,184.4
9-3-2023,11,179.8
9-3-2023,12,230.4
9-3-2023,13,229.7
9-3-2023,14,271.7
9-3-2023,15,317.9
9-3-2023,16,366.8
9-3-2023,17,388.4
9-3-2023,18,234.7
9-3-2023,19,133.7
9-3-2023,20,99.6
9-3-2023,21,91.2
9-3-2023,22,81.3
9-3-2023,23,52.1
10-3-2023,0,16.6
10-3-2023,1,1.6
10-3-2023,2,0.8
10-3-2023,3,0.9
10-3-2023,4,1.7
10-3-2023,5,12.4
10-3-2023,6,61.7
10-3-2023,7,205.1
10-3-2023,8,282.1
10-3-2023,9,176.8
10-3-2023,10,143.6
10-3-2023,11,150.2
10-3-2023,12,187.9
10-3-2023,13,190.1
10-3-2023,14,223.5
10-3-2023,15,252.2
10-3-2023,16,256.4
10-3-2023,17,256.1
10-3-2023,18,187.5
10-3-2023,19,123.9
10-3-2023,20,86.9
10-3-2023,21,75.8
10-3-2023,22,80.5
10-3-2023,23,74.1
11-3-2023,0,34.5
11-3-2023,1,6.6
11-3-2023,2,2.6
11-3-2023,3,2.3
11-3-2023,4,2.6
11-3-2023,5,5.1
11-3-2023,6,16.6
11-3-2023,7,35.6
11-3-2023,8,68.0
11-3-2023,9,101.6
11-3-2023,10,124.1
11-3-2023,11,147.6
11-3-2023,12,164.8
11-3-2023,13,179.0
11-3-2023,14,180.9
11-3-2023,15,182.0
11-3-2023,16,186.5
11-3-2023,17,177.6
11-3-2023,18,148.8
11-3-2023,19,121.1
11-3-2023,20,96.4
11-3-2023,21,81.7
11-3-2023,22,87.7
11-3-2023,23,81.7
12-3-2023,0,40.2
12-3-2023,1,8.8
12-3-2023,2,3.7
12-3-2023,3,3.2
12-3-2023,4,3.2
12-3-2023,5,4.2
12-3-2023,6,5.4
12-3-2023,7,15.8
12-3-2023,8,33.1
12-3-2023,9,58.7
12-3-2023,10,78.6
12-3-2023,11,101.2
12-3-2023,12,121.0
12-3-2023,13,131.7
12-3-2023,14,128.8
12-3-2023,15,128.0
12-3-2023,16,131.3
12-3-2023,17,130.9
12-3-2023,18,113.8
12-3-2023,19,95.3
12-3-2023,20,79.2
12-3-2023,21,65.9
12-3-2023,22,56.0
12-3-2023,23,30.9
13-3-2023,0,9.1
13-3-2023,1,0.8
13-3-2023,2,0.3
13-3-2023,3,0.5
13-3-2023,4,1.6
13-3-2023,5,17.5
13-3-2023,6,101.8
13-3-2023,7,345.5
13-3-2023,8,433.5
13-3-2023,9,242.7
13-3-2023,10,182.8
13-3-2023,11,180.7
13-3-2023,12,224.6
13-3-2023,13,220.2
13-3-2023,14,266.6
13-3-2023,15,325.0
13-3-2023,16,363.3
13-3-2023,17,375.2
13-3-2023,18,205.9
13-3-2023,19,112.6
13-3-2023,20,77.8
13-3-2023,21,67.3
13-3-2023,22,55.7
13-3-2023,23,31.3
14-3-2023,0,8.7
14-3-2023,1,0.8
14-3-2023,2,0.4
14-3-2023,3,0.4
14-3-2023,4,1.2
14-3-2023,5,13.6
14-3-2023,6,84.1
14-3-2023,7,282.8
14-3-2023,8,363.6
14-3-2023,9,198.5
14-3-2023,10,141.9
14-3-2023,11,140.5
14-3-2023,12,172.6
14-3-2023,13,170.8
14-3-2023,14,200.1
14-3-2023,15,240.2
14-3-2023,16,280.9
14-3-2023,17,316.2
14-3-2023,18,184.9
14-3-2023,19,95.9
14-3-2023,20,67.6
14-3-2023,21,61.1
14-3-2023,22,53.3
14-3-2023,23,30.7
15-3-2023,0,8.6
15-3-2023,1,0.7
15-3-2023,2,0.4
15-3-2023,3,0.4
15-3-2023,4,1.2
15-3-2023,5,13.3
15-3-2023,6,72.3
15-3-2023,7,235.5
15-3-2023,8,308.7
15-3-2023,9,184.5
15-3-2023,10,144.0
15-3-2023,11,146.1
15-3-2023,12,182.0
15-3-2023,13,179.9
15-3-2023,14,201.5
15-3-2023,15,236.6
15-3-2023,16,264.8
15-3-2023,17,281.3
15-3-2023,18,174.1
15-3-2023,19,99.8
15-3-2023,20,70.8
15-3-2023,21,61.1
15-3-2023,22,55.5
15-3-2023,23,34.9
16-3-2023,0,10.9
16-3-2023,1,0.9
16-3-2023,2,0.4
16-3-2023,3,0.5
16-3-2023,4,1.5
16-3-2023,5,18.0
16-3-2023,6,106.0
16-3-2023,7,364.1
16-3-2023,8,458.8
16-3-2023,9,257.2
16-3-2023,10,193.9
16-3-2023,11,189.1
16-3-2023,12,238.0
16-3-2023,13,233.5
16-3-2023,14,276.2
16-3-2023,15,328.9
16-3-2023,16,370.8
16-3-2023,17,396.1
16-3-2023,18,237.7
16-3-2023,19,135.6
16-3-2023,20,105.7
16-3-2023,21,97.1
16-3-2023,22,81.9
16-3-2023,23,54.5
17-3-2023,0,17.8
17-3-2023,1,1.9
17-3-2023,2,0.8
17-3-2023,3,1.0
17-3-2023,4,2.1
17-3-2023,5,16.2
17-3-2023,6,78.5
17-3-2023,7,264.6
17-3-2023,8,340.2
17-3-2023,9,215.2
17-3-2023,10,180.9
17-3-2023,11,189.3
17-3-2023,12,239.4
17-3-2023,13,240.8
17-3-2023,14,278.4
17-3-2023,15,310.0
17-3-2023,16,312.4
17-3-2023,17,305.5
17-3-2023,18,221.7
17-3-2023,19,150.3
17-3-2023,20,112.6
17-3-2023,21,97.9
17-3-2023,22,103.5
17-3-2023,23,88.0
18-3-2023,0,42.5
18-3-2023,1,8.2
18-3-2023,2,3.3
18-3-2023,3,2.9
18-3-2023,4,3.1
18-3-2023,5,5.4
18-3-2023,6,16.6
18-3-2023,7,37.4
18-3-2023,8,70.0
18-3-2023,9,99.6
18-3-2023,10,121.5
18-3-2023,11,145.9
18-3-2023,12,165.1
18-3-2023,13,174.7
18-3-2023,14,173.3
18-3-2023,15,169.8
18-3-2023,16,174.5
18-3-2023,17,172.5
18-3-2023,18,145.4
18-3-2023,19,121.2
18-3-2023,20,97.1
18-3-2023,21,84.4
18-3-2023,22,88.0
18-3-2023,23,83.4
19-3-2023,0,40.6
19-3-2023,1,8.6
19-3-2023,2,3.9
19-3-2023,3,3.2
19-3-2023,4,3.4
19-3-2023,5,4.4
19-3-2023,6,6.1
19-3-2023,7,16.1
19-3-2023,8,34.1
19-3-2023,9,60.9
19-3-2023,10,83.1
19-3-2023,11,110.2
19-3-2023,12,130.5
19-3-2023,13,140.8
19-3-2023,14,131.4
19-3-2023,15,123.5
19-3-2023,16,138.9
19-3-2023,17,135.0
19-3-2023,18,108.0
19-3-2023,19,93.9
19-3-2023,20,82.5
19-3-2023,21,64.1
19-3-2023,22,50.3
19-3-2023,23,30.4
20-3-2023,0,8.5
20-3-2023,1,0.8
20-3-2023,2,0.3
20-3-2023,3,0.4
20-3-2023,4,1.5
20-3-2023,5,17.5
20-3-2023,6,98.6
20-3-2023,7,325.4
20-3-2023,8,403.3
20-3-2023,9,232.5
20-3-2023,10,182.4
20-3-2023,11,182.2
20-3-2023,12,221.3
20-3-2023,13,218.7
20-3-2023,14,261.8
20-3-2023,15,311.8
20-3-2023,16,352.8
20-3-2023,17,364.8
20-3-2023,18,198.0
20-3-2023,19,107.4
20-3-2023,20,77.6
20-3-2023,21,66.7
20-3-2023,22,56.0
20-3-2023,23,36.2
21-3-2023,0,10.0
21-3-2023,1,0.9
21-3-2023,2,0.3
21-3-2023,3,0.5
21-3-2023,4,1.6
21-3-2023,5,18.2
21-3-2023,6,111.6
21-3-2023,7,378.7
21-3-2023,8,474.6
21-3-2023,9,261.1
21-3-2023,10,190.2
21-3-2023,11,187.4
21-3-2023,12,236.7
21-3-2023,13,235.3
21-3-2023,14,276.9
21-3-2023,15,325.2
21-3-2023,16,373.6
21-3-2023,17,401.4
21-3-2023,18,222.4
21-3-2023,19,120.4
21-3-2023,20,88.0
21-3-2023,21,77.2
21-3-2023,22,64.7
21-3-2023,23,38.6
22-3-2023,0,10.9
22-3-2023,1,0.9
22-3-2023,2,0.4
22-3-2023,3,0.6
22-3-2023,4,1.8
22-3-2023,5,16.9
22-3-2023,6,93.7
22-3-2023,7,316.9
22-3-2023,8,399.4
22-3-2023,9,235.0
22-3-2023,10,187.4
22-3-2023,11,192.4
22-3-2023,12,238.4
22-3-2023,13,229.0
22-3-2023,14,260.7
22-3-2023,15,303.0
22-3-2023,16,340.4
22-3-2023,17,350.2
22-3-2023,18,208.1
22-3-2023,19,116.8
22-3-2023,20,88.2
22-3-2023,21,81.0
22-3-2023,22,70.7
22-3-2023,23,44.6
23-3-2023,0,12.3
23-3-2023,1,1.0
23-3-2023,2,0.4
23-3-2023,3,0.6
23-3-2023,4,1.7
23-3-2023,5,18.0
23-3-2023,6,105.8
23-3-2023,7,355.9
23-3-2023,8,449.0
23-3-2023,9,251.0
23-3-2023,10,191.6
23-3-2023,11,191.0
23-3-2023,12,235.5
23-3-2023,13,233.4
23-3-2023,14,275.0
23-3-2023,15,319.9
23-3-2023,16,358.8
23-3-2023,17,383.7
23-3-2023,18,231.7
23-3-2023,19,132.8
23-3-2023,20,103.7
23-3-2023,21,94.0
23-3-2023,22,83.7
23-3-2023,23,60.5
24-3-2023,0,19.3
24-3-2023,1,2.0
24-3-2023,2,0.8
24-3-2023,3,0.9
24-3-2023,4,2.1
24-3-2023,5,16.1
24-3-2023,6,79.6
24-3-2023,7,262.5
24-3-2023,8,337.8
24-3-2023,9,212.5
24-3-2023,10,180.7
24-3-2023,11,192.5
24-3-2023,12,244.0
24-3-2023,13,245.6
24-3-2023,14,281.5
24-3-2023,15,309.6
24-3-2023,16,309.9
24-3-2023,17,305.0
24-3-2023,18,222.1
24-3-2023,19,145.6
24-3-2023,20,115.2
24-3-2023,21,97.3
24-3-2023,22,101.5
24-3-2023,23,89.1
25-3-2023,0,42.7
25-3-2023,1,7.9
25-3-2023,2,3.0
25-3-2023,3,2.7
25-3-2023,4,2.9
25-3-2023,5,5.5
25-3-2023,6,16.8
25-3-2023,7,37.8
25-3-2023,8,69.5
25-3-2023,9,102.2
25-3-2023,10,122.4
25-3-2023,11,147.8
25-3-2023,12,169.0
25-3-2023,13,183.2
25-3-2023,14,184.7
25-3-2023,15,188.0
25-3-2023,16,186.5
25-3-2023,17,180.0
25-3-2023,18,147.3
25-3-2023,19,114.4
25-3-2023,20,98.8
25-3-2023,21,85.7
25-3-2023,22,91.6
25-3-2023,23,85.7
26-3-2023,0,42.5
26-3-2023,1,8.4
26-3-2023,3,3.3
26-3-2023,4,3.8
26-3-2023,5,4.8
26-3-2023,6,6.0
26-3-2023,7,15.2
26-3-2023,8,32.6
26-3-2023,9,56.4
26-3-2023,10,75.9
26-3-2023,11,100.6
26-3-2023,12,120.1
26-3-2023,13,134.7
26-3-2023,14,136.0
26-3-2023,15,132.9
26-3-2023,16,134.2
26-3-2023,17,133.1
26-3-2023,18,113.2
26-3-2023,19,96.1
26-3-2023,20,83.8
26-3-2023,21,73.5
26-3-2023,22,57.6
26-3-2023,23,37.1
27-3-2023,0,10.7
27-3-2023,1,1.1
27-3-2023,2,0.3
27-3-2023,3,0.5
27-3-2023,4,1.6
27-3-2023,5,17.8
27-3-2023,6,100.5
27-3-2023,7,321.5
27-3-2023,8,401.9
27-3-2023,9,232.4
27-3-2023,10,184.6
27-3-2023,11,195.5
27-3-2023,12,224.5
27-3-2023,13,213.2
27-3-2023,14,255.1
27-3-2023,15,307.3
27-3-2023,16,344.3
27-3-2023,17,355.5
27-3-2023,18,203.1
27-3-2023,19,111.7
27-3-2023,20,76.7
27-3-2023,21,69.7
27-3-2023,22,63.5
27-3-2023,23,41.7
28-3-2023,0,11.5
28-3-2023,1,1.1
28-3-2023,2,0.4
28-3-2023,3,0.5
28-3-2023,4,1.5
28-3-2023,5,18.2
28-3-2023,6,106.2
28-3-2023,7,349.0
28-3-2023,8,437.5
28-3-2023,9,247.2
28-3-2023,10,181.6
28-3-2023,11,186.6
28-3-2023,12,229.4
28-3-2023,13,226.0
28-3-2023,14,268.9
28-3-2023,15,309.5
28-3-2023,16,359.2
28-3-2023,17,385.7
28-3-2023,18,223.3
28-3-2023,19,116.5
28-3-2023,20,81.8
28-3-2023,21,79.1
28-3-2023,22,67.1
28-3-2023,23,41.5
29-3-2023,0,11.6
29-3-2023,1,1.0
29-3-2023,2,0.4
29-3-2023,3,0.6
29-3-2023,4,1.8
29-3-2023,5,17.0
29-3-2023,6,91.8
29-3-2023,7,298.3
29-3-2023,8,379.9
29-3-2023,9,225.2
29-3-2023,10,176.9
29-3-2023,11,186.2
29-3-2023,12,231.1
29-3-2023,13,223.1
29-3-2023,14,252.8
29-3-2023,15,291.4
29-3-2023,16,323.2
29-3-2023,17,331.2
29-3-2023,18,201.0
29-3-2023,19,113.2
29-3-2023,20,82.0
29-3-2023,21,81.1
29-3-2023,22,72.0
29-3-2023,23,44.1
30-3-2023,0,13.4
30-3-2023,1,1.3
30-3-2023,2,0.4
30-3-2023,3,0.6
30-3-2023,4,1.8
30-3-2023,5,17.8
30-3-2023,6,101.6
30-3-2023,7,337.6
30-3-2023,8,432.0
30-3-2023,9,245.7
30-3-2023,10,187.4
30-3-2023,11,188.4
30-3-2023,12,230.9
30-3-2023,13,231.8
30-3-2023,14,272.0
30-3-2023,15,314.4
30-3-2023,16,352.9
30-3-2023,17,371.6
30-3-2023,18,232.5
30-3-2023,19,136.3
30-3-2023,20,101.4
30-3-2023,21,100.7
30-3-2023,22,88.8
30-3-2023,23,58.4
31-3-2023,0,19.7
31-3-2023,1,2.1
31-3-2023,2,1.1
31-3-2023,3,1.1
31-3-2023,4,2.2
31-3-2023,5,16.7
31-3-2023,6,81.2
31-3-2023,7,266.8
31-3-2023,8,353.9
31-3-2023,9,225.2
31-3-2023,10,186.2
31-3-2023,11,198.6
31-3-2023,12,247.1
31-3-2023,13,253.0
