"ID";"TravelMotives";"Population";"TravelModes";"Margins";"RegionCharacteristics";"Periods";"Trips_1";"DistanceTravelled_2";"TimeTravelled_3";"Trips_4";"DistanceTravelled_5";"TimeTravelled_6"
"9149";"2030170";"A048709";"A018981";"MBG0095";"LD03    ";"2022JJ00";"    0.03";"    0.95";"    1.75";"       9";"     347";"    10.7"
"9154";"2030170";"A048709";"A018981";"MBG0095";"LD04    ";"2022JJ00";"    0.01";"    0.79";"    1.06";"       5";"     288";"     6.4"
"9159";"2030170";"A048709";"A018981";"MBG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9164";"2030170";"A048709";"A018981";"MBG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9169";"2030170";"A048709";"A018981";"MBG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9174";"2030170";"A048709";"A018981";"MBG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9179";"2030170";"A048709";"A018981";"MBG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9184";"2030170";"A048709";"A018981";"MBG0095";"PV25    ";"2022JJ00";"    0.03";"    1.30";"    1.96";"       9";"     473";"    11.9"
"9189";"2030170";"A048709";"A018981";"MBG0095";"PV26    ";"2022JJ00";"    0.03";"    1.43";"    2.31";"      12";"     523";"    14.0"
"9194";"2030170";"A048709";"A018981";"MBG0095";"PV27    ";"2022JJ00";"    0.03";"    1.08";"    1.97";"      11";"     394";"    12.0"
"9199";"2030170";"A048709";"A018981";"MBG0095";"PV28    ";"2022JJ00";"    0.03";"    0.91";"    1.80";"      10";"     331";"    11.0"
"9204";"2030170";"A048709";"A018981";"MBG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9209";"2030170";"A048709";"A018981";"MBG0095";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9214";"2030170";"A048709";"A018981";"MBG0095";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9219";"2030170";"A048709";"A018981";"MBG0095";"1018850 ";"2022JJ00";"    0.03";"    1.38";"    2.36";"      12";"     503";"    14.3"
"9224";"2030170";"A048709";"A018981";"MBG0095";"1018905 ";"2022JJ00";"    0.02";"    0.91";"    1.54";"       8";"     332";"     9.4"
"9229";"2030170";"A048709";"A018981";"MBG0095";"1018955 ";"2022JJ00";"    0.02";"    0.68";"    1.09";"       6";"     250";"     6.6"
"9234";"2030170";"A048709";"A018981";"MBG0095";"1019005 ";"2022JJ00";"    0.01";"    0.74";"    0.97";"       4";"     271";"     5.9"
"9239";"2030170";"A048709";"A018981";"MBG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9244";"2030170";"A048709";"A018982";"MW00000";"NL01    ";"2022JJ00";"    0.01";"    0.20";"    0.58";"       5";"      75";"     3.5"
"9249";"2030170";"A048709";"A018982";"MW00000";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9254";"2030170";"A048709";"A018982";"MW00000";"LD02    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9259";"2030170";"A048709";"A018982";"MW00000";"LD03    ";"2022JJ00";"    0.02";"    0.31";"    0.92";"       8";"     113";"     5.6"
"9264";"2030170";"A048709";"A018982";"MW00000";"LD04    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9269";"2030170";"A048709";"A018982";"MW00000";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9274";"2030170";"A048709";"A018982";"MW00000";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9279";"2030170";"A048709";"A018982";"MW00000";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9284";"2030170";"A048709";"A018982";"MW00000";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9289";"2030170";"A048709";"A018982";"MW00000";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9294";"2030170";"A048709";"A018982";"MW00000";"PV25    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9299";"2030170";"A048709";"A018982";"MW00000";"PV26    ";"2022JJ00";"    0.01";"    0.19";"    0.53";"       5";"      68";"     3.2"
"9304";"2030170";"A048709";"A018982";"MW00000";"PV27    ";"2022JJ00";"    0.03";"    0.35";"    1.12";"       9";"     129";"     6.8"
"9309";"2030170";"A048709";"A018982";"MW00000";"PV28    ";"2022JJ00";"    0.02";"    0.35";"    1.01";"       8";"     129";"     6.2"
"9314";"2030170";"A048709";"A018982";"MW00000";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9319";"2030170";"A048709";"A018982";"MW00000";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9324";"2030170";"A048709";"A018982";"MW00000";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9329";"2030170";"A048709";"A018982";"MW00000";"1018850 ";"2022JJ00";"    0.03";"    0.35";"    1.20";"      11";"     127";"     7.3"
"9334";"2030170";"A048709";"A018982";"MW00000";"1018905 ";"2022JJ00";"    0.01";"    0.20";"    0.50";"       4";"      74";"     3.0"
"9339";"2030170";"A048709";"A018982";"MW00000";"1018955 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9344";"2030170";"A048709";"A018982";"MW00000";"1019005 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9349";"2030170";"A048709";"A018982";"MW00000";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9354";"2030170";"A048709";"A018982";"MOG0095";"NL01    ";"2022JJ00";"    0.01";"    0.18";"    0.51";"       4";"      66";"     3.1"
"9359";"2030170";"A048709";"A018982";"MOG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9364";"2030170";"A048709";"A018982";"MOG0095";"LD02    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9369";"2030170";"A048709";"A018982";"MOG0095";"LD03    ";"2022JJ00";"    0.02";"    0.27";"    0.80";"       7";"      99";"     4.9"
"9374";"2030170";"A048709";"A018982";"MOG0095";"LD04    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9379";"2030170";"A048709";"A018982";"MOG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9384";"2030170";"A048709";"A018982";"MOG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9389";"2030170";"A048709";"A018982";"MOG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9394";"2030170";"A048709";"A018982";"MOG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9399";"2030170";"A048709";"A018982";"MOG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9404";"2030170";"A048709";"A018982";"MOG0095";"PV25    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9409";"2030170";"A048709";"A018982";"MOG0095";"PV26    ";"2022JJ00";"    0.01";"    0.14";"    0.35";"       3";"      49";"     2.1"
"9414";"2030170";"A048709";"A018982";"MOG0095";"PV27    ";"2022JJ00";"    0.02";"    0.28";"    0.88";"       7";"     104";"     5.4"
"9419";"2030170";"A048709";"A018982";"MOG0095";"PV28    ";"2022JJ00";"    0.02";"    0.29";"    0.82";"       7";"     106";"     5.0"
"9424";"2030170";"A048709";"A018982";"MOG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9429";"2030170";"A048709";"A018982";"MOG0095";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9434";"2030170";"A048709";"A018982";"MOG0095";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9439";"2030170";"A048709";"A018982";"MOG0095";"1018850 ";"2022JJ00";"    0.03";"    0.30";"    1.02";"       9";"     109";"     6.2"
"9444";"2030170";"A048709";"A018982";"MOG0095";"1018905 ";"2022JJ00";"    0.01";"    0.16";"    0.38";"       3";"      58";"     2.3"
"9449";"2030170";"A048709";"A018982";"MOG0095";"1018955 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9454";"2030170";"A048709";"A018982";"MOG0095";"1019005 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9459";"2030170";"A048709";"A018982";"MOG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9464";"2030170";"A048709";"A018982";"MBG0095";"NL01    ";"2022JJ00";"    0.01";"    0.23";"    0.64";"       5";"      83";"     3.9"
"9469";"2030170";"A048709";"A018982";"MBG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9474";"2030170";"A048709";"A018982";"MBG0095";"LD02    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9479";"2030170";"A048709";"A018982";"MBG0095";"LD03    ";"2022JJ00";"    0.02";"    0.35";"    1.05";"       9";"     127";"     6.4"
"9484";"2030170";"A048709";"A018982";"MBG0095";"LD04    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9489";"2030170";"A048709";"A018982";"MBG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9494";"2030170";"A048709";"A018982";"MBG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9499";"2030170";"A048709";"A018982";"MBG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9504";"2030170";"A048709";"A018982";"MBG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9509";"2030170";"A048709";"A018982";"MBG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9514";"2030170";"A048709";"A018982";"MBG0095";"PV25    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9519";"2030170";"A048709";"A018982";"MBG0095";"PV26    ";"2022JJ00";"    0.02";"    0.24";"    0.70";"       6";"      87";"     4.3"
"9524";"2030170";"A048709";"A018982";"MBG0095";"PV27    ";"2022JJ00";"    0.03";"    0.42";"    1.35";"      11";"     153";"     8.2"
"9529";"2030170";"A048709";"A018982";"MBG0095";"PV28    ";"2022JJ00";"    0.03";"    0.42";"    1.20";"      10";"     153";"     7.3"
"9534";"2030170";"A048709";"A018982";"MBG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9539";"2030170";"A048709";"A018982";"MBG0095";"PV30    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9544";"2030170";"A048709";"A018982";"MBG0095";"PV31    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9549";"2030170";"A048709";"A018982";"MBG0095";"1018850 ";"2022JJ00";"    0.03";"    0.40";"    1.39";"      12";"     145";"     8.5"
"9554";"2030170";"A048709";"A018982";"MBG0095";"1018905 ";"2022JJ00";"    0.01";"    0.25";"    0.61";"       5";"      91";"     3.7"
"9559";"2030170";"A048709";"A018982";"MBG0095";"1018955 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9564";"2030170";"A048709";"A018982";"MBG0095";"1019005 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9569";"2030170";"A048709";"A018982";"MBG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9574";"2030170";"A048709";"A018984";"MW00000";"NL01    ";"2022JJ00";"    0.13";"    0.59";"    2.47";"      46";"     216";"    15.0"
"9579";"2030170";"A048709";"A018984";"MW00000";"LD01    ";"2022JJ00";"    0.13";"    0.52";"    2.11";"      47";"     191";"    12.9"
"9584";"2030170";"A048709";"A018984";"MW00000";"LD02    ";"2022JJ00";"    0.14";"    0.63";"    2.50";"      52";"     230";"    15.2"
"9589";"2030170";"A048709";"A018984";"MW00000";"LD03    ";"2022JJ00";"    0.12";"    0.60";"    2.55";"      45";"     219";"    15.5"
"9594";"2030170";"A048709";"A018984";"MW00000";"LD04    ";"2022JJ00";"    0.12";"    0.57";"    2.41";"      43";"     210";"    14.7"
"9599";"2030170";"A048709";"A018984";"MW00000";"PV20    ";"2022JJ00";"    0.15";"    0.66";"    2.80";"      56";"     241";"    17.1"
"9604";"2030170";"A048709";"A018984";"MW00000";"PV21    ";"2022JJ00";"    0.12";"    0.41";"    1.65";"      44";"     149";"    10.0"
"9609";"2030170";"A048709";"A018984";"MW00000";"PV22    ";"2022JJ00";"    0.11";"    0.51";"    1.91";"      39";"     188";"    11.6"
"9614";"2030170";"A048709";"A018984";"MW00000";"PV23    ";"2022JJ00";"    0.16";"    0.71";"    2.80";"      58";"     260";"    17.0"
"9619";"2030170";"A048709";"A018984";"MW00000";"PV24    ";"2022JJ00";"    0.09";"    0.35";"    1.33";"      33";"     129";"     8.1"
"9624";"2030170";"A048709";"A018984";"MW00000";"PV25    ";"2022JJ00";"    0.14";"    0.64";"    2.57";"      52";"     235";"    15.6"
"9629";"2030170";"A048709";"A018984";"MW00000";"PV26    ";"2022JJ00";"    0.13";"    0.63";"    2.52";"      46";"     230";"    15.3"
"9634";"2030170";"A048709";"A018984";"MW00000";"PV27    ";"2022JJ00";"    0.13";"    0.61";"    2.74";"      48";"     224";"    16.7"
"9639";"2030170";"A048709";"A018984";"MW00000";"PV28    ";"2022JJ00";"    0.12";"    0.59";"    2.45";"      44";"     217";"    14.9"
"9644";"2030170";"A048709";"A018984";"MW00000";"PV29    ";"2022JJ00";"    0.11";"    0.44";"    2.04";"      40";"     160";"    12.4"
"9649";"2030170";"A048709";"A018984";"MW00000";"PV30    ";"2022JJ00";"    0.13";"    0.61";"    2.39";"      46";"     223";"    14.5"
"9654";"2030170";"A048709";"A018984";"MW00000";"PV31    ";"2022JJ00";"    0.10";"    0.49";"    2.48";"      36";"     179";"    15.1"
"9659";"2030170";"A048709";"A018984";"MW00000";"1018850 ";"2022JJ00";"    0.15";"    0.69";"    3.06";"      53";"     253";"    18.6"
"9664";"2030170";"A048709";"A018984";"MW00000";"1018905 ";"2022JJ00";"    0.12";"    0.56";"    2.36";"      44";"     205";"    14.3"
"9669";"2030170";"A048709";"A018984";"MW00000";"1018955 ";"2022JJ00";"    0.13";"    0.59";"    2.41";"      48";"     217";"    14.7"
"9674";"2030170";"A048709";"A018984";"MW00000";"1019005 ";"2022JJ00";"    0.12";"    0.56";"    2.16";"      43";"     203";"    13.1"
"9679";"2030170";"A048709";"A018984";"MW00000";"1019052 ";"2022JJ00";"    0.11";"    0.46";"    1.76";"      39";"     168";"    10.7"
"9684";"2030170";"A048709";"A018984";"MOG0095";"NL01    ";"2022JJ00";"    0.12";"    0.57";"    2.34";"      45";"     207";"    14.3"
"9689";"2030170";"A048709";"A018984";"MOG0095";"LD01    ";"2022JJ00";"    0.11";"    0.44";"    1.81";"      41";"     161";"    11.0"
"9694";"2030170";"A048709";"A018984";"MOG0095";"LD02    ";"2022JJ00";"    0.13";"    0.57";"    2.25";"      48";"     207";"    13.7"
"9699";"2030170";"A048709";"A018984";"MOG0095";"LD03    ";"2022JJ00";"    0.12";"    0.57";"    2.39";"      43";"     206";"    14.6"
"9704";"2030170";"A048709";"A018984";"MOG0095";"LD04    ";"2022JJ00";"    0.11";"    0.51";"    2.06";"      40";"     187";"    12.6"
"9709";"2030170";"A048709";"A018984";"MOG0095";"PV20    ";"2022JJ00";"    0.13";"    0.50";"    2.17";"      46";"     182";"    13.2"
"9714";"2030170";"A048709";"A018984";"MOG0095";"PV21    ";"2022JJ00";"    0.10";"    0.30";"    1.25";"      35";"     110";"     7.6"
"9719";"2030170";"A048709";"A018984";"MOG0095";"PV22    ";"2022JJ00";"    0.08";"    0.35";"    1.34";"      29";"     126";"     8.1"
"9724";"2030170";"A048709";"A018984";"MOG0095";"PV23    ";"2022JJ00";"    0.14";"    0.58";"    2.34";"      51";"     214";"    14.2"
"9729";"2030170";"A048709";"A018984";"MOG0095";"PV24    ";"2022JJ00";"    0.07";"    0.25";"    0.96";"      26";"      91";"     5.8"
"9734";"2030170";"A048709";"A018984";"MOG0095";"PV25    ";"2022JJ00";"    0.13";"    0.56";"    2.23";"      47";"     204";"    13.6"
"9739";"2030170";"A048709";"A018984";"MOG0095";"PV26    ";"2022JJ00";"    0.12";"    0.56";"    2.17";"      42";"     205";"    13.2"
"9744";"2030170";"A048709";"A018984";"MOG0095";"PV27    ";"2022JJ00";"    0.12";"    0.55";"    2.45";"      44";"     201";"    14.9"
"9749";"2030170";"A048709";"A018984";"MOG0095";"PV28    ";"2022JJ00";"    0.11";"    0.54";"    2.24";"      41";"     198";"    13.6"
"9754";"2030170";"A048709";"A018984";"MOG0095";"PV29    ";"2022JJ00";"    0.08";"    0.29";"    1.38";"      30";"     106";"     8.4"
"9759";"2030170";"A048709";"A018984";"MOG0095";"PV30    ";"2022JJ00";"    0.11";"    0.54";"    2.10";"      42";"     196";"    12.7"
"9764";"2030170";"A048709";"A018984";"MOG0095";"PV31    ";"2022JJ00";"    0.08";"    0.38";"    1.53";"      30";"     140";"     9.3"
"9769";"2030170";"A048709";"A018984";"MOG0095";"1018850 ";"2022JJ00";"    0.14";"    0.64";"    2.84";"      50";"     235";"    17.3"
"9774";"2030170";"A048709";"A018984";"MOG0095";"1018905 ";"2022JJ00";"    0.11";"    0.52";"    2.10";"      41";"     188";"    12.8"
"9779";"2030170";"A048709";"A018984";"MOG0095";"1018955 ";"2022JJ00";"    0.12";"    0.53";"    2.13";"      44";"     193";"    13.0"
"9784";"2030170";"A048709";"A018984";"MOG0095";"1019005 ";"2022JJ00";"    0.11";"    0.49";"    1.91";"      40";"     180";"    11.6"
"9789";"2030170";"A048709";"A018984";"MOG0095";"1019052 ";"2022JJ00";"    0.09";"    0.36";"    1.43";"      33";"     133";"     8.7"
"9794";"2030170";"A048709";"A018984";"MBG0095";"NL01    ";"2022JJ00";"    0.13";"    0.62";"    2.59";"      48";"     226";"    15.7"
"9799";"2030170";"A048709";"A018984";"MBG0095";"LD01    ";"2022JJ00";"    0.14";"    0.61";"    2.42";"      52";"     221";"    14.7"
"9804";"2030170";"A048709";"A018984";"MBG0095";"LD02    ";"2022JJ00";"    0.15";"    0.69";"    2.75";"      56";"     254";"    16.7"
"9809";"2030170";"A048709";"A018984";"MBG0095";"LD03    ";"2022JJ00";"    0.13";"    0.63";"    2.70";"      48";"     231";"    16.4"
"9814";"2030170";"A048709";"A018984";"MBG0095";"LD04    ";"2022JJ00";"    0.13";"    0.64";"    2.77";"      47";"     232";"    16.8"
"9819";"2030170";"A048709";"A018984";"MBG0095";"PV20    ";"2022JJ00";"    0.18";"    0.82";"    3.43";"      66";"     300";"    20.9"
"9824";"2030170";"A048709";"A018984";"MBG0095";"PV21    ";"2022JJ00";"    0.15";"    0.51";"    2.05";"      53";"     187";"    12.5"
"9829";"2030170";"A048709";"A018984";"MBG0095";"PV22    ";"2022JJ00";"    0.13";"    0.68";"    2.47";"      49";"     249";"    15.0"
"9834";"2030170";"A048709";"A018984";"MBG0095";"PV23    ";"2022JJ00";"    0.18";"    0.84";"    3.26";"      66";"     306";"    19.9"
"9839";"2030170";"A048709";"A018984";"MBG0095";"PV24    ";"2022JJ00";"    0.11";"    0.46";"    1.70";"      40";"     166";"    10.3"
"9844";"2030170";"A048709";"A018984";"MBG0095";"PV25    ";"2022JJ00";"    0.16";"    0.73";"    2.91";"      57";"     265";"    17.7"
"9849";"2030170";"A048709";"A018984";"MBG0095";"PV26    ";"2022JJ00";"    0.14";"    0.70";"    2.87";"      50";"     254";"    17.5"
"9854";"2030170";"A048709";"A018984";"MBG0095";"PV27    ";"2022JJ00";"    0.14";"    0.68";"    3.04";"      52";"     247";"    18.5"
"9859";"2030170";"A048709";"A018984";"MBG0095";"PV28    ";"2022JJ00";"    0.13";"    0.65";"    2.66";"      47";"     235";"    16.2"
"9864";"2030170";"A048709";"A018984";"MBG0095";"PV29    ";"2022JJ00";"    0.14";"    0.59";"    2.69";"      51";"     214";"    16.4"
"9869";"2030170";"A048709";"A018984";"MBG0095";"PV30    ";"2022JJ00";"    0.14";"    0.69";"    2.68";"      51";"     250";"    16.3"
"9874";"2030170";"A048709";"A018984";"MBG0095";"PV31    ";"2022JJ00";"    0.12";"    0.60";"    3.42";"      42";"     217";"    20.8"
"9879";"2030170";"A048709";"A018984";"MBG0095";"1018850 ";"2022JJ00";"    0.15";"    0.74";"    3.28";"      56";"     271";"    20.0"
"9884";"2030170";"A048709";"A018984";"MBG0095";"1018905 ";"2022JJ00";"    0.13";"    0.61";"    2.61";"      47";"     221";"    15.9"
"9889";"2030170";"A048709";"A018984";"MBG0095";"1018955 ";"2022JJ00";"    0.14";"    0.66";"    2.69";"      53";"     241";"    16.3"
"9894";"2030170";"A048709";"A018984";"MBG0095";"1019005 ";"2022JJ00";"    0.13";"    0.62";"    2.40";"      47";"     226";"    14.6"
"9899";"2030170";"A048709";"A018984";"MBG0095";"1019052 ";"2022JJ00";"    0.12";"    0.56";"    2.10";"      45";"     203";"    12.8"
"9904";"2030170";"A048709";"A018985";"MW00000";"NL01    ";"2022JJ00";"    0.02";"    0.04";"    0.28";"       8";"      16";"     1.7"
"9909";"2030170";"A048709";"A018985";"MW00000";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9914";"2030170";"A048709";"A018985";"MW00000";"LD02    ";"2022JJ00";"    0.02";"    0.04";"    0.22";"       8";"      13";"     1.3"
"9919";"2030170";"A048709";"A018985";"MW00000";"LD03    ";"2022JJ00";"    0.02";"    0.06";"    0.32";"       9";"      20";"     2.0"
"9924";"2030170";"A048709";"A018985";"MW00000";"LD04    ";"2022JJ00";"    0.02";"    0.04";"    0.27";"       9";"      13";"     1.6"
"9929";"2030170";"A048709";"A018985";"MW00000";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9934";"2030170";"A048709";"A018985";"MW00000";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9939";"2030170";"A048709";"A018985";"MW00000";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9944";"2030170";"A048709";"A018985";"MW00000";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9949";"2030170";"A048709";"A018985";"MW00000";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9954";"2030170";"A048709";"A018985";"MW00000";"PV25    ";"2022JJ00";"    0.02";"    0.04";"    0.21";"       7";"      13";"     1.3"
"9959";"2030170";"A048709";"A018985";"MW00000";"PV26    ";"2022JJ00";"    0.02";"    0.04";"    0.24";"       8";"      16";"     1.5"
"9964";"2030170";"A048709";"A018985";"MW00000";"PV27    ";"2022JJ00";"    0.02";"    0.06";"    0.28";"       9";"      20";"     1.7"
"9969";"2030170";"A048709";"A018985";"MW00000";"PV28    ";"2022JJ00";"    0.03";"    0.06";"    0.39";"       9";"      22";"     2.4"
"9974";"2030170";"A048709";"A018985";"MW00000";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"9979";"2030170";"A048709";"A018985";"MW00000";"PV30    ";"2022JJ00";"    0.02";"    0.04";"    0.24";"       8";"      13";"     1.5"
"9984";"2030170";"A048709";"A018985";"MW00000";"PV31    ";"2022JJ00";"    0.03";"    0.04";"    0.31";"      11";"      14";"     1.9"
"9989";"2030170";"A048709";"A018985";"MW00000";"1018850 ";"2022JJ00";"    0.03";"    0.07";"    0.37";"       9";"      24";"     2.3"
"9994";"2030170";"A048709";"A018985";"MW00000";"1018905 ";"2022JJ00";"    0.02";"    0.04";"    0.28";"       8";"      16";"     1.7"
"9999";"2030170";"A048709";"A018985";"MW00000";"1018955 ";"2022JJ00";"    0.02";"    0.04";"    0.30";"       9";"      13";"     1.8"
"10004";"2030170";"A048709";"A018985";"MW00000";"1019005 ";"2022JJ00";"    0.02";"    0.03";"       .";"       7";"       9";"       ."
"10009";"2030170";"A048709";"A018985";"MW00000";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10014";"2030170";"A048709";"A018985";"MOG0095";"NL01    ";"2022JJ00";"    0.02";"    0.04";"    0.24";"       8";"      15";"     1.5"
"10019";"2030170";"A048709";"A018985";"MOG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10024";"2030170";"A048709";"A018985";"MOG0095";"LD02    ";"2022JJ00";"    0.02";"    0.03";"    0.16";"       6";"      11";"     1.0"
"10029";"2030170";"A048709";"A018985";"MOG0095";"LD03    ";"2022JJ00";"    0.02";"    0.05";"    0.27";"       8";"      18";"     1.6"
"10034";"2030170";"A048709";"A018985";"MOG0095";"LD04    ";"2022JJ00";"    0.02";"    0.03";"    0.20";"       7";"      11";"     1.2"
"10039";"2030170";"A048709";"A018985";"MOG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10044";"2030170";"A048709";"A018985";"MOG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10049";"2030170";"A048709";"A018985";"MOG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10054";"2030170";"A048709";"A018985";"MOG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10059";"2030170";"A048709";"A018985";"MOG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10064";"2030170";"A048709";"A018985";"MOG0095";"PV25    ";"2022JJ00";"    0.02";"    0.03";"    0.14";"       6";"      10";"     0.9"
"10069";"2030170";"A048709";"A018985";"MOG0095";"PV26    ";"2022JJ00";"    0.02";"    0.04";"    0.16";"       6";"      13";"     1.0"
"10074";"2030170";"A048709";"A018985";"MOG0095";"PV27    ";"2022JJ00";"    0.02";"    0.05";"    0.19";"       7";"      17";"     1.1"
"10079";"2030170";"A048709";"A018985";"MOG0095";"PV28    ";"2022JJ00";"    0.02";"    0.05";"    0.30";"       8";"      19";"     1.8"
"10084";"2030170";"A048709";"A018985";"MOG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10089";"2030170";"A048709";"A018985";"MOG0095";"PV30    ";"2022JJ00";"    0.02";"    0.03";"    0.16";"       6";"      10";"     1.0"
"10094";"2030170";"A048709";"A018985";"MOG0095";"PV31    ";"2022JJ00";"    0.02";"    0.03";"    0.21";"       7";"      10";"     1.3"
"10099";"2030170";"A048709";"A018985";"MOG0095";"1018850 ";"2022JJ00";"    0.02";"    0.06";"    0.29";"       8";"      21";"     1.8"
"10104";"2030170";"A048709";"A018985";"MOG0095";"1018905 ";"2022JJ00";"    0.02";"    0.04";"    0.22";"       7";"      14";"     1.4"
"10109";"2030170";"A048709";"A018985";"MOG0095";"1018955 ";"2022JJ00";"    0.02";"    0.03";"    0.19";"       7";"      10";"     1.2"
"10114";"2030170";"A048709";"A018985";"MOG0095";"1019005 ";"2022JJ00";"    0.02";"    0.02";"       .";"       6";"       8";"       ."
"10119";"2030170";"A048709";"A018985";"MOG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10124";"2030170";"A048709";"A018985";"MBG0095";"NL01    ";"2022JJ00";"    0.03";"    0.05";"    0.32";"       9";"      17";"     2.0"
